"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26252","Deve cadastrar um novo usuário com sucesso","","Tue Sep 24 19:43:33 BRT 2024","passed","Tue Sep 24 19:44:00 BRT 2024","","Cadastro de usuário","",""
